route_id,agency_id,route_short_name,route_name,route_desc,route_type,route_url,route_color,route_text_color,dummy,Frequency/Timings source,Frequency timings destination,Comments,route_long_name
355B ,BMTCB,,K R Market -K Vinayakanagar ,,3,,F53333,FFFFFF,1,,,,355B :K R Market -K Vinayakanagar 
355C ,BMTCB,,Kempegowda Bus Station -Jigani APC,,3,,F53333,FFFFFF,1,,,,355C :Kempegowda Bus Station -Jigani APC
356,BMTCB,,Kempegowda Bus Station -Chandapura ,,3,,F53333,FFFFFF,1,,,,356:Kempegowda Bus Station -Chandapura 
356A ,BMTCB,,Kempegowda Bus Station -Tattanahalli ,,3,,F53333,FFFFFF,1,,,,356A :Kempegowda Bus Station -Tattanahalli 
356C ,BMTCB,,Kempegowda Bus Station -Electronic City ,,3,,F53333,FFFFFF,1,,,,356C :Kempegowda Bus Station -Electronic City 
356CA ,BMTCB,,Kempegowda Bus Station -Shikaripalya ,,3,,F53333,FFFFFF,1,,,,356CA :Kempegowda Bus Station -Shikaripalya 
356D ,BMTCB,,Kempegowda Bus Station -Ananthanagar ,,3,,F53333,FFFFFF,1,,,,356D :Kempegowda Bus Station -Ananthanagar 
356E ,BMTCB,,Kempegowda Bus Station -Helalige ,,3,,F53333,FFFFFF,1,,,,356E :Kempegowda Bus Station -Helalige 
356F ,BMTCB,,K R Market -Adosonnahatti ,,3,,F53333,FFFFFF,1,,,,356F :K R Market -Adosonnahatti 
356G ,BMTCB,,Shanthinagar Bus Station -Electronic City ,,3,,F53333,FFFFFF,1,,,,356G :Shanthinagar Bus Station -Electronic City 
356J,BMTCB,,Yelahanka Satellite Town 5th stage- Electronic City,,3,,F53333,FFFFFF,1,,,,356J: Yelahanka Satellite town 5th stage- Electronic City
356M ,BMTCB,,Kempegowda Bus Station -Anekal ,,3,,F53333,FFFFFF,1,,,,356M :Kempegowda Bus Station -Anekal 
356S ,BMTCB,,Shanthinagar Bus Station -Chandapura ,,3,,F53333,FFFFFF,1,,,,356S :Shanthinagar Bus Station -Chandapura 
357,BMTCB,,K R Market -Chandapura ,,3,,F53333,FFFFFF,1,,,,357:K R Market -Chandapura 
357A ,BMTCB,,Kempegowda Bus Station -M Madiwala ,,3,,F53333,FFFFFF,1,,,,357A :Kempegowda Bus Station -M Madiwala 
358,BMTCB,,K R Market -Mayasandra (Hosur Road) ,,3,,F53333,FFFFFF,1,,,,358:K R Market -Mayasandra (Hosur Road) 
359,BMTCB,,K R Market -Gudahatti ,,3,,F53333,FFFFFF,1,,,,359:K R Market -Gudahatti 
359A ,BMTCB,,Kempegowda Bus Station -Jigala ,,3,,F53333,FFFFFF,1,,,,359A :Kempegowda Bus Station -Jigala 
360,BMTCB,,K R Market -Attibele ,,3,,F53333,FFFFFF,1,,,,360:K R Market -Attibele 
360A ,BMTCB,,K R Market -Attibele Border ,,3,,F53333,FFFFFF,1,,,,360A :K R Market -Attibele Border 
360B ,BMTCB,,Kempegowda Bus Station -Attibele ,,3,,F53333,FFFFFF,1,,,,360B :Kempegowda Bus Station -Attibele 
360D ,BMTCB,,K R Market -Manchanahalli (Hosur Road) ,,3,,F53333,FFFFFF,1,,,,360D :K R Market -Manchanahalli (Hosur Road) 
360E ,BMTCB,,K R Market -Bidaraguppe ,,3,,F53333,FFFFFF,1,,,,360E :K R Market -Bidaraguppe 
360F ,BMTCB,,Shivajinagar -Attibele ,,3,,F53333,FFFFFF,1,,,,360F :Shivajinagar -Attibele 
360G ,BMTCB,,Shivajinagar -Attibele ,,3,,F53333,FFFFFF,1,,,,360G :Shivajinagar -Attibele 
360K ,BMTCB,,Kempegowda Bus Station -Attibele Border ,,3,,F53333,FFFFFF,1,,,,360K :Kempegowda Bus Station -Attibele Border 
360M ,BMTCB,,K R Market -Adigondanahalli ,,3,,F53333,FFFFFF,1,,,,360M :K R Market -Adigondanahalli 
361,BMTCB,,K R Market -Siddi Hosakote ,,3,,F53333,FFFFFF,1,,,,361:K R Market -Siddi Hosakote 
361A ,BMTCB,,K R Market -Soppahalli ,,3,,F53333,FFFFFF,1,,,,361A :K R Market -Soppahalli 
361C,BMTCB,,K.R.Market-Anekal,,3,,F53333,FFFFFF,1,,,,361C:K.R.Market-Anekal
362C ,BMTCB,,Shivajinagar -Begur (Hosur Road) ,,3,,F53333,FFFFFF,1,,,,362C :Shivajinagar -Begur (Hosur Road) 
363,BMTCB,,Shanthinagar Bus Station -MICO Shramajeevi Colony ,,3,,F53333,FFFFFF,1,,,,363:Shanthinagar Bus Station -MICO Shramajeevi Colony 
364,BMTCB,,K R Market -Yelenahalli ,,3,,F53333,FFFFFF,1,,,,364:K R Market -Yelenahalli 
364A ,BMTCB,,Kempegowda Bus Station -MICO Shramajeevi Colony ,,3,,F53333,FFFFFF,1,,,,364A :Kempegowda Bus Station -MICO Shramajeevi Colony 
364B ,BMTCB,,Kempegowda Bus Station -Devarachikkanahalli ,,3,,F53333,FFFFFF,1,,,,364B :Kempegowda Bus Station -Devarachikkanahalli 
364C ,BMTCB,,Kempegowda Bus Station -Vijaya Bank Colony ,,3,,F53333,FFFFFF,1,,,,364C :Kempegowda Bus Station -Vijaya Bank Colony 
364D,BMTCB,,Devarachikkanhalli- Vijayanagar,,3,,F53333,FFFFFF,1,,,,364D: Devarachikkanhalli- Vijayanagar
364E ,BMTCB,,Bhoopasandra -Devarachikkanahalli ,,3,,F53333,FFFFFF,1,,,,364E :Bhoopasandra -Devarachikkanahalli 
364F ,BMTCB,,Kempegowda Bus Station -Nyanappanahalli ,,3,,F53333,FFFFFF,1,,,,364F :Kempegowda Bus Station -Nyanappanahalli 
364G ,BMTCB,,Kempegowda Bus Station -Kodichikkanahalli ,,3,,F53333,FFFFFF,1,,,,364G :Kempegowda Bus Station -Kodichikkanahalli 
364K,BMTCB,,K.R.Market-Brigade millenium(J.P.Nagar),,3,,F53333,FFFFFF,1,,,,364K:K.R.Market-Brigade millenium(J.P.Nagar)
365,BMTCB,,Kempegowda Bus Station -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,365:Kempegowda Bus Station -Bannerghatta National Park 
365A ,BMTCB,,Kempegowda Bus Station -Haragadde ,,3,,F53333,FFFFFF,1,,,,365A :Kempegowda Bus Station -Haragadde 
365B ,BMTCB,,Kempegowda Bus Station -Sakalavara ,,3,,F53333,FFFFFF,1,,,,365B :Kempegowda Bus Station -Sakalavara 
365C ,BMTCB,,Shivajinagar -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,365C :Shivajinagar -Bannerghatta National Park 
365E ,BMTCB,,Kempegowda Bus Station -Shanubhoganahalli (Bannerghatta) ,,3,,F53333,FFFFFF,1,,,,365E :Kempegowda Bus Station -Shanubhoganahalli (Bannerghatta) 
365J ,BMTCB,,Kempegowda Bus Station -Jigani ,,3,,F53333,FFFFFF,1,,,,365J :Kempegowda Bus Station -Jigani 
365K ,BMTCB,,Kempegowda Bus Station -Chettekerepalya ,,3,,F53333,FFFFFF,1,,,,365K :Kempegowda Bus Station -Chettekerepalya 
365L ,BMTCB,,Shanthinagar Bus Station -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,365L :Shanthinagar Bus Station -Bannerghatta National Park 
365M ,BMTCB,,Yelahanka Satellite Town 5th Phase -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,365M :Yelahanka Satellite Town 5th Phase -Bannerghatta National Park 
365N ,BMTCB,,Kempegowda Bus Station -Giddenahalli (Bannerghatta Road) ,,3,,F53333,FFFFFF,1,,,,365N :Kempegowda Bus Station -Giddenahalli (Bannerghatta Road) 
365Q ,BMTCB,,Kempegowda Bus Station -Devasandra (Bannerghatta Road) ,,3,,F53333,FFFFFF,1,,,,365Q :Kempegowda Bus Station -Devasandra (Bannerghatta Road) 
365S ,BMTCB,,Shanthinagar Bus Station -Bukkasagara,,3,,F53333,FFFFFF,1,,,,365S :Shanthinagar Bus Station -Bukkasagara
366,BMTCB,,K R Market -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,366:K R Market -Bannerghatta National Park 
366A ,BMTCB,,K R Market -Devarachikkanahalli ,,3,,F53333,FFFFFF,1,,,,366A :K R Market -Devarachikkanahalli 
366B ,BMTCB,,K R Market -Haragadde ,,3,,F53333,FFFFFF,1,,,,366B :K R Market -Haragadde 
366C ,BMTCB,,K R Market -Shanubhoganahalli (Bannerghatta) ,,3,,F53333,FFFFFF,1,,,,366C :K R Market -Shanubhoganahalli (Bannerghatta) 
366D ,BMTCB,,K R Market -Mahantalingapura ,,3,,F53333,FFFFFF,1,,,,366D :K R Market -Mahantalingapura 
366E ,BMTCB,,K R Market -Jigani ,,3,,F53333,FFFFFF,1,,,,366E :K R Market -Jigani 
366F ,BMTCB,,K R Market -Bilavaradahalli ,,3,,F53333,FFFFFF,1,,,,366F :K R Market -Bilavaradahalli 
366G ,BMTCB,,K R Market -Nosenur ,,3,,F53333,FFFFFF,1,,,,366G :K R Market -Nosenur 
366H ,BMTCB,,Peenya 2nd Stage -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,366H :Peenya 2nd Stage -Bannerghatta National Park 
366K ,BMTCB,,K R Market -Uraganadoddi ,,3,,F53333,FFFFFF,1,,,,366K :K R Market -Uraganadoddi 
366L ,BMTCB,,K R Market -Bukkasagara ,,3,,F53333,FFFFFF,1,,,,366L :K R Market -Bukkasagara 
366M ,BMTCB,,K R Market -Byatarayanadoddi ,,3,,F53333,FFFFFF,1,,,,366M :K R Market -Byatarayanadoddi 
366MA,BMTCB,,K.R.Market-Jaynagar-Byatarayanadoddi,,3,,F53333,FFFFFF,1,,,,366MA:K.R.Market-Jaynagar-Byatarayanadoddi
366N ,BMTCB,,K R Market -Giddenahalli (Bannerghatta Road) ,,3,,F53333,FFFFFF,1,,,,366N :K R Market -Giddenahalli (Bannerghatta Road) 
366P,BMTCB,,Meenaksi Layout(Bagalkunte)-K.R.Market- Jayanagar- Bannerghatta National Park,,3,,F53333,FFFFFF,1,,,,366P:Meenaksi Layout(Bagalkunte)-K.R.Market- Jayanagar- Bannerghatta National Park
366Q ,BMTCB,,K R Market -Dyavasandra ,,3,,F53333,FFFFFF,1,,,,366Q :K R Market -Dyavasandra 
366R ,BMTCB,,K R Market -Vaddarapalya ,,3,,F53333,FFFFFF,1,,,,366R :K R Market -Vaddarapalya 
366T ,BMTCB,,K R Market -Lingapura ,,3,,F53333,FFFFFF,1,,,,366T :K R Market -Lingapura 
366V ,BMTCB,,K R Market -Nayanahalli ,,3,,F53333,FFFFFF,1,,,,366V :K R Market -Nayanahalli 
366W ,BMTCB,,K R Market -Vaderamanchanahalli ,,3,,F53333,FFFFFF,1,,,,366W :K R Market -Vaderamanchanahalli 
366Y ,BMTCB,,Bannerghatta National Park -Vijayanagar ,,3,,F53333,FFFFFF,1,,,,366Y :Bannerghatta National Park -Vijayanagar 
366Z ,BMTCB,,K R Market -Anekal ,,3,,F53333,FFFFFF,1,,,,366Z :K R Market -Anekal 
367,BMTCB,,K R Market -Malenallasandra ,,3,,F53333,FFFFFF,1,,,,367:K R Market -Malenallasandra 
367A ,BMTCB,,K R Market -Gottigere ,,3,,F53333,FFFFFF,1,,,,367A :K R Market -Gottigere 
367B ,BMTCB,,K R Market -K R Market ,"gottigere, Konanakunte cross,Banashankari",3,,F53333,FFFFFF,1,,,,367B :K R Market -K R Market 
367C ,BMTCB,,K R Market -Chettekerepalya ,,3,,F53333,FFFFFF,1,,,,367C :K R Market -Chettekerepalya 
367D ,BMTCB,,K R Market -Lakshmipura (Bannerghatta Road) ,,3,,F53333,FFFFFF,1,,,,367D :K R Market -Lakshmipura (Bannerghatta Road) 
368,BMTCB,,Shivajinagar -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,368:Shivajinagar -Bannerghatta National Park 
368B,BMTCB,,Shivajinagar-Devarachikkanhalli,,3,,F53333,FFFFFF,1,,,,368B:Shivajinagar-Devarachikkanhalli
368C ,BMTCB,,Shivajinagar -Jigani ,,3,,F53333,FFFFFF,1,,,,368C :Shivajinagar -Jigani 
368D ,BMTCB,,Shivajinagar -Chikkakammanahalli ,,3,,F53333,FFFFFF,1,,,,368D :Shivajinagar -Chikkakammanahalli 
368E ,BMTCB,,Shivajinagar -MICO Shramajeevi Colony ,,3,,F53333,FFFFFF,1,,,,368E :Shivajinagar -MICO Shramajeevi Colony 
369,BMTCB,,K R Market -Hulimavu ,,3,,F53333,FFFFFF,1,,,,369:K R Market -Hulimavu 
369A,BMTCB,,K.R.Market-Lakshmidevi nagar,,3,,F53333,FFFFFF,1,,,,369A:K.R.Market-Lakshmidevi nagar
369B ,BMTCB,,K R Market -Arekere ,,3,,F53333,FFFFFF,1,,,,369B :K R Market -Arekere 
369C ,BMTCB,,Kempegowda Bus Station -Hulimavu ,,3,,F53333,FFFFFF,1,,,,369C :Kempegowda Bus Station -Hulimavu 
369D ,BMTCB,,Kempegowda Bus Station -Shantiniketan Layout ,,3,,F53333,FFFFFF,1,,,,369D :Kempegowda Bus Station -Shantiniketan Layout 
369E ,BMTCB,,K R Market -Chikkakammanahalli ,,3,,F53333,FFFFFF,1,,,,369E :K R Market -Chikkakammanahalli 
369F ,BMTCB,,Kempegowda Bus Station -AECS Dental College ,,3,,F53333,FFFFFF,1,,,,369F :Kempegowda Bus Station -AECS Dental College 
369G ,BMTCB,,Kempegowda Bus Station -Chikkakammanahalli ,,3,,F53333,FFFFFF,1,,,,369G :Kempegowda Bus Station -Chikkakammanahalli 
369H ,BMTCB,,Kempegowda Bus Station -MICO Shramajeevi Colony ,,3,,F53333,FFFFFF,1,,,,369H :Kempegowda Bus Station -MICO Shramajeevi Colony 
369L ,BMTCB,,K R Market -Yelenahalli ,,3,,F53333,FFFFFF,1,,,,369L :K R Market -Yelenahalli 
369M ,BMTCB,,Vijayanagar -Hulimavu ,,3,,F53333,FFFFFF,1,,,,369M :Vijayanagar -Hulimavu 
370,BMTCB,,K R Market -Shivanahalli (Bannerghatta Road) ,,3,,F53333,FFFFFF,1,,,,370:K R Market -Shivanahalli (Bannerghatta Road) 
370A ,BMTCB,,K R Market -Jayapuradoddi ,,3,,F53333,FFFFFF,1,,,,370A :K R Market -Jayapuradoddi 
370E ,BMTCB,,Kempegowda Bus Station -Ramanayakanadoddi ,,3,,F53333,FFFFFF,1,,,,370E :Kempegowda Bus Station -Ramanayakanadoddi 
371,BMTCB,,K R Market -Byatarayanadoddi ,,3,,F53333,FFFFFF,1,,,,371:K R Market -Byatarayanadoddi 
371A ,BMTCB,,K R Market -Kaggalipura ,,3,,F53333,FFFFFF,1,,,,371A :K R Market -Kaggalipura 
371D ,BMTCB,,Kempegowda Bus Station -Kaggalipura ,,3,,F53333,FFFFFF,1,,,,371D :Kempegowda Bus Station -Kaggalipura 
372,BMTCB,,K R Market -Indlavadi ,,3,,F53333,FFFFFF,1,,,,372:K R Market -Indlavadi 
372A,BMTCB,,K R Market -Chikkahosahalli ,,3,,F53333,FFFFFF,1,,,,372A:K R Market -Chikkahosahalli 
372B ,BMTCB,,K R Market -Konasandra ,,3,,F53333,FFFFFF,1,,,,372B :K R Market -Konasandra 
372D ,BMTCB,,K R Market -Suragajakkanahalli ,,3,,F53333,FFFFFF,1,,,,372D :K R Market -Suragajakkanahalli 
372E ,BMTCB,,K R Market -Chinnayyanapalya ,,3,,F53333,FFFFFF,1,,,,372E :K R Market -Chinnayyanapalya 
372M ,BMTCB,,K R Market -Thammanayakanahalli ,,3,,F53333,FFFFFF,1,,,,372M :K R Market -Thammanayakanahalli 
373,BMTCB,,Kenchenahalli Gate -Mangammanapalya ,,3,,F53333,FFFFFF,1,,,,373:Kenchenahalli Gate -Mangammanapalya 
373A ,BMTCB,,Jayanagar 4th Block -Electronic City ,,3,,F53333,FFFFFF,1,,,,373A :Jayanagar 4th Block -Electronic City 
373B ,BMTCB,,Banashankari -Electronic City ,,3,,F53333,FFFFFF,1,,,,373B :Banashankari -Electronic City 
373E ,BMTCB,,Chikkalasandra Sarigenagar -Koramangala ,,3,,F53333,FFFFFF,1,,,,373E :Chikkalasandra Sarigenagar -Koramangala 
373F ,BMTCB,,Srinagar -Electronic City ,,3,,F53333,FFFFFF,1,,,,373F :Srinagar -Electronic City 
373J,BMTCB,,Shantinagar-Gonipura,,3,,F53333,FFFFFF,1,,,,373J:Shantinagar-Gonipura
373M ,BMTCB,,Uttarahalli - Attibele ,,3,,F53333,FFFFFF,1,,,,373M :Uttarahalli - Attibele 
374,BMTCB,,Jayanagar 4th Block -Jayanagar 4th Block ,,3,,F53333,FFFFFF,1,,,,374:Jayanagar 4th Block -Jayanagar 4th Block 
374B ,BMTCB,,Uttarahalli -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,374B :Uttarahalli -Bannerghatta National Park 
374C ,BMTCB,,Kengeri Housing Board Quarters -Bannerghatta National Park ,,3,,F53333,FFFFFF,1,,,,374C :Kengeri Housing Board Quarters -Bannerghatta National Park 
375,BMTCB,,Jayanagar 4th Block -Kengeri Housing Board Quarters ,,3,,F53333,FFFFFF,1,,,,375:Jayanagar 4th Block -Kengeri Housing Board Quarters 
375B,BMTCB,,Shantinagar-Kengeri Housing board,,3,,F53333,FFFFFF,1,,,,375B:Shantinagar-Kengeri Housing board
376,BMTCB,,Hennur Cross -Huskur (Hosur Road) ,,3,,F53333,FFFFFF,1,,,,376:Hennur Cross -Huskur (Hosur Road) 
377,BMTCB,,Kaggalipura -Nelamangala ,,3,,F53333,FFFFFF,1,,,,377:Kaggalipura -Nelamangala 
378,BMTCB,,Kengeri Housing board-Electronic city,"Kengeri,Uttarahalli,,Konanakunte cross,Gottigere,,WIPRO,Electronic city gate",3,,F53333,FFFFFF,1,10-15 minutes once,10-15 minutes once,,378:Kengeri Housing board-Electronic city
380,BMTCB,,Kempegowda Bus Station -Kalathur ,,3,,F53333,FFFFFF,1,,,,380:Kempegowda Bus Station -Kalathur 
380B ,BMTCB,,K R Market -Attivata ,,3,,F53333,FFFFFF,1,,,,380B :K R Market -Attivata 
380C ,BMTCB,,K R Market -Haralur (Old Madras Road) ,,3,,F53333,FFFFFF,1,,,,380C :K R Market -Haralur (Old Madras Road) 
380E ,BMTCB,,K R Market -Solur ,,3,,F53333,FFFFFF,1,,,,380E :K R Market -Solur 
380F ,BMTCB,,K R Market -Devashettyhalli ,,3,,F53333,FFFFFF,1,,,,380F :K R Market -Devashettyhalli 
380G ,BMTCB,,K R Market -Dandupalya ,,3,,F53333,FFFFFF,1,,,,380G :K R Market -Dandupalya 
380H ,BMTCB,,K R Market -Jadigenahalli ,,3,,F53333,FFFFFF,1,,,,380H :K R Market -Jadigenahalli 
380M ,BMTCB,,Kempegowda Bus Station -Bendiganahalli ,,3,,F53333,FFFFFF,1,,,,380M :Kempegowda Bus Station -Bendiganahalli 
381,BMTCB,,Kempegowda Bus Station -Thimmasandra (Hosakote) ,,3,,F53333,FFFFFF,1,,,,381:Kempegowda Bus Station -Thimmasandra (Hosakote) 
381A ,BMTCB,,K R Market -Lakkondanahalli (Hosakote) ,,3,,F53333,FFFFFF,1,,,,381A :K R Market -Lakkondanahalli (Hosakote) 
381B ,BMTCB,,Kempegowda Bus Station -Kammasandra (Old Madras Road) ,,3,,F53333,FFFFFF,1,,,,381B :Kempegowda Bus Station -Kammasandra (Old Madras Road) 
381D ,BMTCB,,K R Market -E Muthasandra ,,3,,F53333,FFFFFF,1,,,,381D :K R Market -E Muthasandra 
381E ,BMTCB,,Kempegowda Bus Station -Kambalipura ,,3,,F53333,FFFFFF,1,,,,381E :Kempegowda Bus Station -Kambalipura 
382,BMTCB,,K R Market -Kallahalli ,,3,,F53333,FFFFFF,1,,,,382:K R Market -Kallahalli 
383,BMTCB,,K R Market -Vaghatta ,,3,,F53333,FFFFFF,1,,,,383:K R Market -Vaghatta 
383A ,BMTCB,,Kempegowda Bus Station -Pujena Agrahara ,,3,,F53333,FFFFFF,1,,,,383A :Kempegowda Bus Station -Pujena Agrahara 
383B ,BMTCB,,K R Market -Honachanahalli ,,3,,F53333,FFFFFF,1,,,,383B :K R Market -Honachanahalli 
398,BMTCB,,Shanthinagar Bus Station -Shanthinagar Bus Station ,,3,,F53333,FFFFFF,1,,,,398:Shanthinagar Bus Station -Shanthinagar Bus Station 
398A ,BMTCB,,Shanthinagar Bus Station -Shanthinagar Bus Station ,,3,,F53333,FFFFFF,1,,,,398A :Shanthinagar Bus Station -Shanthinagar Bus Station 
399,BMTCB,,Hosakote -Electronic City ,,3,,F53333,FFFFFF,1,,,,399:Hosakote -Electronic City 
399B ,BMTCB,,St John's Hospital -St John's Hospital ,,3,,F53333,FFFFFF,1,,,,399B :St John's Hospital -St John's Hospital 
400,BMTCB,,Hebbal -K R Puram ,,3,,F53333,FFFFFF,1,,,,400:Hebbal -K R Puram 
400A ,BMTCB,,HAL Main Gate -K R Puram ,,3,,F53333,FFFFFF,1,,,,400A :HAL Main Gate -K R Puram 
400B ,BMTCB,,Peenya 2nd Stage -Marathahalli ,,3,,F53333,FFFFFF,1,,,,400B :Peenya 2nd Stage -Marathahalli 
401,BMTCB,,Yeshwanthpur -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401:Yeshwanthpur -Yelahanka 
401A ,BMTCB,,Magadi Road Toll Gate -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401A :Magadi Road Toll Gate -Yelahanka 
401B ,BMTCB,,Hampinagar -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401B :Hampinagar -Yelahanka 
401D ,BMTCB,,Yeshwanthpur -Yelahanka NES Office ,,3,,F53333,FFFFFF,1,,,,401D :Yeshwanthpur -Yelahanka NES Office 
401E ,BMTCB,,Chandra Layout -Yelahanka Satellite Town 5th Phase ,,3,,F53333,FFFFFF,1,,,,401E :Chandra Layout -Yelahanka Satellite Town 5th Phase 
401F ,BMTCB,,Yeshwanthpur -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401F :Yeshwanthpur -Yelahanka 
401G ,BMTCB,,Hampinagar -Yelahanka Satellite Town ,,3,,F53333,FFFFFF,1,,,,401G :Hampinagar -Yelahanka Satellite Town 
401GA,BMTCB,,Yelahanka Satellite Town-Chennamakere Achchukattu,,3,,F53333,FFFFFF,1,,,,401GA:Yelahanka Satellite Town-Chennamakere Achchukattu
401H ,BMTCB,,Hampinagar -Yeshwanthpur ,,3,,F53333,FFFFFF,1,,,,401H :Hampinagar -Yeshwanthpur 
401K ,BMTCB,,Kengeri -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401K :Kengeri -Yelahanka 
401L ,BMTCB,,Gonipura -Yeshwanthpur ,,3,,F53333,FFFFFF,1,,,,401L :Gonipura -Yeshwanthpur 
401M ,BMTCB,,Kengeri -Yeshwanthpur ,Ring road,3,,F53333,FFFFFF,1,,,,401M :Kengeri -Yeshwanthpur 
401N ,BMTCB,,Hampinagar -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401N :Hampinagar -Yelahanka 
401P ,BMTCB,,Kengeri -Muthyalanagar ,,3,,F53333,FFFFFF,1,,,,401P :Kengeri -Muthyalanagar 
401Q ,BMTCB,,MCTC Mysore Road Bus Station -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401Q :MCTC Mysore Road Bus Station -Yelahanka 
401R ,BMTCB,,BEML 5th Stage -Yelahanka ,,3,,F53333,FFFFFF,1,,,,401R :BEML 5th Stage -Yelahanka 
401T ,BMTCB,,Yelahanka -Mattahalli ,,3,,F53333,FFFFFF,1,,,,401T :Yelahanka -Mattahalli 
401W,BMTCB,,Yelahanka satellite town 5th stage- Jalahalli Cross,,3,,F53333,FFFFFF,1,,,,401W:Yelahanka satellite town 5th stage- Jalahalli Cross
402,BMTCB,,K R Market -Yelahanka Satellite Town 5th Phase ,,3,,F53333,FFFFFF,1,,,,402:K R Market -Yelahanka Satellite Town 5th Phase 
402A ,BMTCB,,K R Market -Attur ,,3,,F53333,FFFFFF,1,,,,402A :K R Market -Attur 
402B ,BMTCB,,Kempegowda Bus Station -Yelahanka Satellite Town 5th Phase ,,3,,F53333,FFFFFF,1,,,,402B :Kempegowda Bus Station -Yelahanka Satellite Town 5th Phase 
402C ,BMTCB,,Kempegowda Bus Station -Attur ,,3,,F53333,FFFFFF,1,,,,402C :Kempegowda Bus Station -Attur 
402D ,BMTCB,,Kempegowda Bus Station -Yelahanka Satellite Town 4th Phase ,,3,,F53333,FFFFFF,1,,,,402D :Kempegowda Bus Station -Yelahanka Satellite Town 4th Phase 
402E ,BMTCB,,K R Market -Yelahanka Satellite Town 4th Phase ,,3,,F53333,FFFFFF,1,,,,402E :K R Market -Yelahanka Satellite Town 4th Phase 
402F ,BMTCB,,Kempegowda Bus Station -Ananthapura ,,3,,F53333,FFFFFF,1,,,,402F :Kempegowda Bus Station -Ananthapura 
402G,BMTCB,,Yelahanka satellite town-ISRO layout,,3,,F53333,FFFFFF,1,,,,402G:Yelahanka satellite town-ISRO layout
402M,BMTCB,,Yelahanka satellite town-Chikkalasandra,,3,,F53333,FFFFFF,1,,,,402M:Yelahanka satellite town-Chikkalasandra
403A ,BMTCB,,Kempegowda Bus Station -Kengeri KHB Quarters ,,3,,F53333,FFFFFF,1,,,,403A :Kempegowda Bus Station -Kengeri KHB Quarters 
403B ,BMTCB,,K R Market -Kengeri KHB Quarters ,,3,,F53333,FFFFFF,1,,,,403B :K R Market -Kengeri KHB Quarters 
403D ,BMTCB,,K R Market -Kengeri Housing Board Quarters ,,3,,F53333,FFFFFF,1,,,,403D :K R Market -Kengeri Housing Board Quarters 
404,BMTCB,,Yelahanka Satellite Town -K R Puram ,,3,,F53333,FFFFFF,1,,,,404:Yelahanka Satellite Town -K R Puram 
404C ,BMTCB,,Shivajinagar -Attur ,,3,,F53333,FFFFFF,1,,,,404C :Shivajinagar -Attur 
404E ,BMTCB,,Shivajinagar -Yelahanka Satellite Town 4th Phase ,,3,,F53333,FFFFFF,1,,,,404E :Shivajinagar -Yelahanka Satellite Town 4th Phase 
404F ,BMTCB,,Shivajinagar -Ramagondanahalli (Bellary Road) ,,3,,F53333,FFFFFF,1,,,,404F :Shivajinagar -Ramagondanahalli (Bellary Road) 
405,BMTCB,,Kempegowda Bus Station -Kempegowda Bus Station ,,3,,F53333,FFFFFF,1,,,,405:Kempegowda Bus Station -Kempegowda Bus Station 
405A ,BMTCB,,Kempegowda Bus Station -Kempegowda Bus Station ,,3,,F53333,FFFFFF,1,,,,405A :Kempegowda Bus Station -Kempegowda Bus Station 
405B ,BMTCB,,Kempegowda Bus Station -Nagadevanahalli ,,3,,F53333,FFFFFF,1,,,,405B :Kempegowda Bus Station -Nagadevanahalli 
406,BMTCB,,Kempegowda Bus Station -Nelamangala ,,3,,F53333,FFFFFF,1,,,,406:Kempegowda Bus Station -Nelamangala 
407,BMTCB,,Yelahanka -Nelamangala ,,3,,F53333,FFFFFF,1,,,,407:Yelahanka -Nelamangala 
407A ,BMTCB,,Shivajinagar -Hesaraghatta ,,3,,F53333,FFFFFF,1,,,,407A :Shivajinagar -Hesaraghatta 
410,BMTCB,,Jalahalli Cross -Bommanahalli ,,3,,F53333,FFFFFF,1,,,,410:Jalahalli Cross -Bommanahalli 
410A ,BMTCB,,Peenya 2nd stage- Banashankari,,3,,F53333,FFFFFF,1,,,,410A :Peenya 2nd stage- Banashankari
410C,BMTCB,,Silk board-Vijayanagar,,3,,F53333,FFFFFF,1,,,,410C:Silk board-Vijayanagar
410D,BMTCB,,Electronic City-Bharatnagar,,3,,F53333,FFFFFF,1,,,,410D:Electronic City-Bharatnagar
411,BMTCB,,Banashankari -Naduvarthi ,,3,,F53333,FFFFFF,1,,,,411:Banashankari -Naduvarthi 
411A ,BMTCB,,Jayanagar 4th Block -Basavanagar ,,3,,F53333,FFFFFF,1,,,,411A :Jayanagar 4th Block -Basavanagar 
